,session,emotion,img,aus
48,20726,sad,./data/images/images/train/sad/10389.jpg,"1,4,15"
49,20727,sad,./data/images/images/train/sad/104.jpg,"1,4,15,17"
50,20728,sad,./data/images/images/train/sad/10405.jpg,"1,4,15"
51,20729,sad,./data/images/images/train/sad/10407.jpg,"1,4,15"
52,20730,sad,./data/images/images/train/sad/1041.jpg,"1,4,15"
53,20731,sad,./data/images/images/train/sad/10412.jpg,"1,4,15,17"
54,20732,sad,./data/images/images/train/sad/10416.jpg,"1,4,15"
55,20733,sad,./data/images/images/train/sad/10419.jpg,"1,4,15,17"
56,20734,sad,./data/images/images/train/sad/10450.jpg,"1,4,15"
57,20735,sad,./data/images/images/train/sad/10452.jpg,"1,4,15"
58,20736,sad,./data/images/images/train/sad/10453.jpg,"1,4,15,17"
59,20737,sad,./data/images/images/train/sad/10454.jpg,"1,4,15,17"
60,20738,sad,./data/images/images/train/sad/10461.jpg,"1,4,15,17"
61,20739,sad,./data/images/images/train/sad/10482.jpg,"1,4,15,17"
62,20740,sad,./data/images/images/train/sad/10487.jpg,"1,4,15,17"
63,20741,sad,./data/images/images/train/sad/10488.jpg,"1,4,15,17"
64,20742,sad,./data/images/images/train/sad/10494.jpg,"1,4,15,17"
65,20743,sad,./data/images/images/train/sad/10495.jpg,"1,4,15,17"
66,20744,sad,./data/images/images/train/sad/10498.jpg,"1,4,15"
67,20745,sad,./data/images/images/train/sad/10513.jpg,"1,4,15"
68,20746,sad,./data/images/images/train/sad/10515.jpg,"1,4,15,17"
69,20747,sad,./data/images/images/train/sad/10519.jpg,"1,4,15"
70,20748,sad,./data/images/images/train/sad/10520.jpg,"1,4,15,17"
71,20749,sad,./data/images/images/train/sad/10531.jpg,"1,4,15"
72,20750,sad,./data/images/images/train/sad/10546.jpg,"1,4,15,17"
73,20751,sad,./data/images/images/train/sad/10547.jpg,"1,4,15"
74,20752,sad,./data/images/images/train/sad/1055.jpg,"1,4,15,17"
75,20753,sad,./data/images/images/train/sad/10553.jpg,"1,4,15,17"
76,20754,sad,./data/images/images/train/sad/10558.jpg,"1,4,15,17"
77,20755,sad,./data/images/images/train/sad/10559.jpg,"1,4,15"
78,20756,sad,./data/images/images/train/sad/10560.jpg,"1,4,15"
79,20757,sad,./data/images/images/train/sad/10565.jpg,"1,4,15"
80,20758,sad,./data/images/images/train/sad/10577.jpg,"1,4,15"
81,20759,sad,./data/images/images/train/sad/10581.jpg,"1,4,15"
82,20760,sad,./data/images/images/train/sad/10588.jpg,"1,4,15"
83,20761,sad,./data/images/images/train/sad/10589.jpg,"1,4,15,17"
84,20762,sad,./data/images/images/train/sad/10613.jpg,"1,4,15"
85,20763,sad,./data/images/images/train/sad/10618.jpg,"1,4,15"
86,20764,sad,./data/images/images/train/sad/10631.jpg,"1,4,15"
87,20765,sad,./data/images/images/train/sad/10632.jpg,"1,4,15,17"
88,20766,sad,./data/images/images/train/sad/10637.jpg,"1,4,15"
89,20767,sad,./data/images/images/train/sad/10642.jpg,"1,4,15,17"
90,20768,sad,./data/images/images/train/sad/10645.jpg,"1,4,15,17"
91,20769,sad,./data/images/images/train/sad/10648.jpg,"1,4,15,17"
92,20770,sad,./data/images/images/train/sad/10650.jpg,"1,4,15,17"
93,20771,sad,./data/images/images/train/sad/10657.jpg,"1,4,15"
94,20772,sad,./data/images/images/train/sad/10658.jpg,"1,4,15"
95,20773,sad,./data/images/images/train/sad/10659.jpg,"1,4,15"
96,20774,sad,./data/images/images/train/sad/10663.jpg,"1,4,15"
97,20775,sad,./data/images/images/train/sad/10665.jpg,"1,4,15"
98,20776,sad,./data/images/images/train/sad/10669.jpg,"1,4,15,17"
99,20777,sad,./data/images/images/train/sad/1067.jpg,"1,4,15,17"
100,20778,sad,./data/images/images/train/sad/10670.jpg,"1,4,15"
101,20779,sad,./data/images/images/train/sad/10671.jpg,"1,4,15,17"
102,20780,sad,./data/images/images/train/sad/10675.jpg,"1,4,15"
103,20781,sad,./data/images/images/train/sad/10679.jpg,"1,4,15,17"
104,20782,sad,./data/images/images/train/sad/10688.jpg,"1,4,15,17"
105,20783,sad,./data/images/images/train/sad/1069.jpg,"1,4,15"
106,20784,sad,./data/images/images/train/sad/10711.jpg,"1,4,15"
107,20785,sad,./data/images/images/train/sad/10720.jpg,"1,4,15,17"
108,20786,sad,./data/images/images/train/sad/10737.jpg,"1,4,15,17"
109,20787,sad,./data/images/images/train/sad/10753.jpg,"1,4,15,17"
110,20788,sad,./data/images/images/train/sad/10754.jpg,"1,4,15"
111,20789,sad,./data/images/images/train/sad/10757.jpg,"1,4,15,17"
112,20790,sad,./data/images/images/train/sad/10765.jpg,"1,4,15"
113,20791,sad,./data/images/images/train/sad/10767.jpg,"1,4,15"
114,20792,sad,./data/images/images/train/sad/10780.jpg,"1,4,15"
115,20793,sad,./data/images/images/train/sad/10793.jpg,"1,4,15,17"
116,20794,sad,./data/images/images/train/sad/10794.jpg,"1,4,15"
117,20795,sad,./data/images/images/train/sad/10795.jpg,"1,4,15,17"
118,20796,sad,./data/images/images/train/sad/10798.jpg,"1,4,15"
119,20797,sad,./data/images/images/train/sad/10803.jpg,"1,4,15"
120,20798,sad,./data/images/images/train/sad/10806.jpg,"1,4,15,17"
121,20799,sad,./data/images/images/train/sad/10808.jpg,"1,4,15"
122,20800,sad,./data/images/images/train/sad/10817.jpg,"1,4,15"
123,20801,sad,./data/images/images/train/sad/10828.jpg,"1,4,15,17"
124,20802,sad,./data/images/images/train/sad/10829.jpg,"1,4,15,17"
125,20803,sad,./data/images/images/train/sad/10840.jpg,"1,4,15"
126,20804,sad,./data/images/images/train/sad/10842.jpg,"1,4,15,17"
127,20805,sad,./data/images/images/train/sad/10844.jpg,"1,4,15,17"
128,20806,sad,./data/images/images/train/sad/10848.jpg,"1,4,15"
129,20807,sad,./data/images/images/train/sad/10858.jpg,"1,4,15,17"
130,20808,sad,./data/images/images/train/sad/10859.jpg,"1,4,15,17"
131,20809,sad,./data/images/images/train/sad/10860.jpg,"1,4,15,17"
132,20810,sad,./data/images/images/train/sad/10865.jpg,"1,4,15"
133,20811,sad,./data/images/images/train/sad/10878.jpg,"1,4,15"
134,20812,sad,./data/images/images/train/sad/10888.jpg,"1,4,15,17"
135,20813,sad,./data/images/images/train/sad/10892.jpg,"1,4,15"
136,20814,sad,./data/images/images/train/sad/10901.jpg,"1,4,15"
137,20815,sad,./data/images/images/train/sad/1091.jpg,"1,4,15"
138,20816,sad,./data/images/images/train/sad/10910.jpg,"1,4,15"
139,20817,sad,./data/images/images/train/sad/10922.jpg,"1,4,15,17"
140,20818,sad,./data/images/images/train/sad/10924.jpg,"1,4,15"
141,20819,sad,./data/images/images/train/sad/10940.jpg,"1,4,15"
142,20820,sad,./data/images/images/train/sad/10945.jpg,"1,4,15"
143,20821,sad,./data/images/images/train/sad/10949.jpg,"1,4,15"
144,20822,sad,./data/images/images/train/sad/10952.jpg,"1,4,15,17"
145,20823,sad,./data/images/images/train/sad/10962.jpg,"1,4,15,17"
146,20824,sad,./data/images/images/train/sad/10980.jpg,"1,4,15"
147,20825,sad,./data/images/images/train/sad/10983.jpg,"1,4,15"
148,20826,sad,./data/images/images/train/sad/10985.jpg,"1,4,15,17"
149,20827,sad,./data/images/images/train/sad/10986.jpg,"1,4,15"
150,20828,sad,./data/images/images/train/sad/10995.jpg,"1,4,15,17"
151,20829,sad,./data/images/images/train/sad/10999.jpg,"1,4,15"
152,20830,sad,./data/images/images/train/sad/11010.jpg,"1,4,15"
153,20831,sad,./data/images/images/train/sad/11012.jpg,"1,4,15,17"
154,20832,sad,./data/images/images/train/sad/11021.jpg,"1,4,15,17"
155,20833,sad,./data/images/images/train/sad/11040.jpg,"1,4,15,17"
156,20834,sad,./data/images/images/train/sad/11048.jpg,"1,4,15"
157,20835,sad,./data/images/images/train/sad/11049.jpg,"1,4,15"
158,20836,sad,./data/images/images/train/sad/11050.jpg,"1,4,15,17"
159,20837,sad,./data/images/images/train/sad/11062.jpg,"1,4,15"
160,20838,sad,./data/images/images/train/sad/11063.jpg,"1,4,15,17"
161,20839,sad,./data/images/images/train/sad/11068.jpg,"1,4,15"
162,20840,sad,./data/images/images/train/sad/11069.jpg,"1,4,15"
163,20841,sad,./data/images/images/train/sad/11071.jpg,"1,4,15,17"
164,20842,sad,./data/images/images/train/sad/11072.jpg,"1,4,15"
165,20843,sad,./data/images/images/train/sad/11073.jpg,"1,4,15"
166,20844,sad,./data/images/images/train/sad/11074.jpg,"1,4,15,17"
167,20845,sad,./data/images/images/train/sad/11085.jpg,"1,4,15"
168,20846,sad,./data/images/images/train/sad/11088.jpg,"1,4,15,17"
169,20847,sad,./data/images/images/train/sad/11101.jpg,"1,4,15"
170,20848,sad,./data/images/images/train/sad/11103.jpg,"1,4,15,17"
171,20849,sad,./data/images/images/train/sad/11110.jpg,"1,4,15"
172,20850,sad,./data/images/images/train/sad/11116.jpg,"1,4,15"
173,20851,sad,./data/images/images/train/sad/1112.jpg,"1,4,15"
174,20852,sad,./data/images/images/train/sad/11128.jpg,"1,4,15"
175,20853,sad,./data/images/images/train/sad/11131.jpg,"1,4,15,17"
176,20854,sad,./data/images/images/train/sad/11136.jpg,"1,4,15,17"
177,20855,sad,./data/images/images/train/sad/11145.jpg,"1,4,15,17"
178,20856,sad,./data/images/images/train/sad/11147.jpg,"1,4,15"
179,20857,sad,./data/images/images/train/sad/11149.jpg,"1,4,15"
180,20858,sad,./data/images/images/train/sad/11152.jpg,"1,4,15"
181,20859,sad,./data/images/images/train/sad/11154.jpg,"1,4,15,17"
182,20860,sad,./data/images/images/train/sad/11156.jpg,"1,4,15"
183,20861,sad,./data/images/images/train/sad/11159.jpg,"1,4,15,17"
184,20862,sad,./data/images/images/train/sad/11175.jpg,"1,4,15"
185,20863,sad,./data/images/images/train/sad/11178.jpg,"1,4,15"
186,20864,sad,./data/images/images/train/sad/11182.jpg,"1,4,15,17"
187,20865,sad,./data/images/images/train/sad/11183.jpg,"1,4,15"
188,20866,sad,./data/images/images/train/sad/11187.jpg,"1,4,15,17"
189,20867,sad,./data/images/images/train/sad/11197.jpg,"1,4,15,17"
190,20868,sad,./data/images/images/train/sad/11198.jpg,"1,4,15"
191,20869,sad,./data/images/images/train/sad/11217.jpg,"1,4,15,17"
192,20870,sad,./data/images/images/train/sad/11238.jpg,"1,4,15"
193,20871,sad,./data/images/images/train/sad/11239.jpg,"1,4,15,17"
194,20872,sad,./data/images/images/train/sad/11240.jpg,"1,4,15"
195,20873,sad,./data/images/images/train/sad/1125.jpg,"1,4,15,17"
196,20874,sad,./data/images/images/train/sad/11256.jpg,"1,4,15"
197,20875,sad,./data/images/images/train/sad/11259.jpg,"1,4,15"
198,20876,sad,./data/images/images/train/sad/11273.jpg,"1,4,15"
199,20877,sad,./data/images/images/train/sad/11276.jpg,"1,4,15,17"
200,20878,sad,./data/images/images/train/sad/1129.jpg,"1,4,15,17"
201,20879,sad,./data/images/images/train/sad/11290.jpg,"1,4,15"
202,20880,sad,./data/images/images/train/sad/11291.jpg,"1,4,15"
203,20881,sad,./data/images/images/train/sad/11292.jpg,"1,4,15,17"
204,20882,sad,./data/images/images/train/sad/11293.jpg,"1,4,15"
205,20883,sad,./data/images/images/train/sad/11298.jpg,"1,4,15"
206,20884,sad,./data/images/images/train/sad/11303.jpg,"1,4,15,17"
207,20885,sad,./data/images/images/train/sad/11306.jpg,"1,4,15,17"
208,20886,sad,./data/images/images/train/sad/11313.jpg,"1,4,15,17"
209,20887,sad,./data/images/images/train/sad/11318.jpg,"1,4,15"
210,20888,sad,./data/images/images/train/sad/11322.jpg,"1,4,15,17"
211,20889,sad,./data/images/images/train/sad/11323.jpg,"1,4,15"
212,20890,sad,./data/images/images/train/sad/11326.jpg,"1,4,15"
213,20891,sad,./data/images/images/train/sad/11330.jpg,"1,4,15"
214,20892,sad,./data/images/images/train/sad/11331.jpg,"1,4,15,17"
215,20893,sad,./data/images/images/train/sad/1134.jpg,"1,4,15"
216,20894,sad,./data/images/images/train/sad/11340.jpg,"1,4,15"
217,20895,sad,./data/images/images/train/sad/11347.jpg,"1,4,15"
218,20896,sad,./data/images/images/train/sad/11348.jpg,"1,4,15"
219,20897,sad,./data/images/images/train/sad/11352.jpg,"1,4,15"
220,20898,sad,./data/images/images/train/sad/11355.jpg,"1,4,15"
221,20899,sad,./data/images/images/train/sad/11357.jpg,"1,4,15"
222,20900,sad,./data/images/images/train/sad/11359.jpg,"1,4,15,17"
223,20901,sad,./data/images/images/train/sad/11361.jpg,"1,4,15"
224,20902,sad,./data/images/images/train/sad/11363.jpg,"1,4,15"
225,20903,sad,./data/images/images/train/sad/11365.jpg,"1,4,15"
226,20904,sad,./data/images/images/train/sad/11367.jpg,"1,4,15"
227,20905,sad,./data/images/images/train/sad/11369.jpg,"1,4,15,17"
228,20906,sad,./data/images/images/train/sad/1138.jpg,"1,4,15"
229,20907,sad,./data/images/images/train/sad/11380.jpg,"1,4,15,17"
230,20908,sad,./data/images/images/train/sad/11388.jpg,"1,4,15,17"
231,20909,sad,./data/images/images/train/sad/1139.jpg,"1,4,15"
232,20910,sad,./data/images/images/train/sad/11391.jpg,"1,4,15,17"
233,20911,sad,./data/images/images/train/sad/11399.jpg,"1,4,15"
234,20912,sad,./data/images/images/train/sad/11401.jpg,"1,4,15,17"
235,20913,sad,./data/images/images/train/sad/11402.jpg,"1,4,15"
236,20914,sad,./data/images/images/train/sad/11415.jpg,"1,4,15"
237,20915,sad,./data/images/images/train/sad/11419.jpg,"1,4,15"
238,20916,sad,./data/images/images/train/sad/11425.jpg,"1,4,15"
239,20917,sad,./data/images/images/train/sad/11435.jpg,"1,4,15"
240,20918,sad,./data/images/images/train/sad/1144.jpg,"1,4,15"
241,20919,sad,./data/images/images/train/sad/11445.jpg,"1,4,15,17"
242,20920,sad,./data/images/images/train/sad/11454.jpg,"1,4,15,17"
243,20921,sad,./data/images/images/train/sad/11481.jpg,"1,4,15"
244,20922,sad,./data/images/images/train/sad/11482.jpg,"1,4,15"
245,20923,sad,./data/images/images/train/sad/11502.jpg,"1,4,15,17"
246,20924,sad,./data/images/images/train/sad/11509.jpg,"1,4,15"
247,20925,sad,./data/images/images/train/sad/11510.jpg,"1,4,15"
248,20926,sad,./data/images/images/train/sad/11520.jpg,"1,4,15"
249,20927,sad,./data/images/images/train/sad/11528.jpg,"1,4,15"
250,20928,sad,./data/images/images/train/sad/1153.jpg,"1,4,15"
251,20929,sad,./data/images/images/train/sad/11546.jpg,"1,4,15"
252,20930,sad,./data/images/images/train/sad/11564.jpg,"1,4,15,17"
253,20931,sad,./data/images/images/train/sad/11570.jpg,"1,4,15"
254,20932,sad,./data/images/images/train/sad/11591.jpg,"1,4,15,17"
255,20933,sad,./data/images/images/train/sad/11592.jpg,"1,4,15,17"
256,20934,sad,./data/images/images/train/sad/11595.jpg,"1,4,15"
257,20935,sad,./data/images/images/train/sad/116.jpg,"1,4,15,17"
258,20936,sad,./data/images/images/train/sad/11608.jpg,"1,4,15,17"
259,20937,sad,./data/images/images/train/sad/11611.jpg,"1,4,15"
260,20938,sad,./data/images/images/train/sad/11625.jpg,"1,4,15"
261,20939,sad,./data/images/images/train/sad/11652.jpg,"1,4,15,17"
262,20940,sad,./data/images/images/train/sad/11657.jpg,"1,4,15,17"
263,20941,sad,./data/images/images/train/sad/11664.jpg,"1,4,15"
264,20942,sad,./data/images/images/train/sad/11671.jpg,"1,4,15"
265,20943,sad,./data/images/images/train/sad/11672.jpg,"1,4,15"
266,20944,sad,./data/images/images/train/sad/11673.jpg,"1,4,15,17"
267,20945,sad,./data/images/images/train/sad/11679.jpg,"1,4,15"
268,20946,sad,./data/images/images/train/sad/11693.jpg,"1,4,15"
269,20947,sad,./data/images/images/train/sad/11699.jpg,"1,4,15,17"
270,20948,sad,./data/images/images/train/sad/11700.jpg,"1,4,15,17"
271,20949,sad,./data/images/images/train/sad/11703.jpg,"1,4,15,17"
272,20950,sad,./data/images/images/train/sad/11710.jpg,"1,4,15"
273,20951,sad,./data/images/images/train/sad/11719.jpg,"1,4,15"
274,20952,sad,./data/images/images/train/sad/11739.jpg,"1,4,15"
275,20953,sad,./data/images/images/train/sad/1175.jpg,"1,4,15"
276,20954,sad,./data/images/images/train/sad/11752.jpg,"1,4,15"
277,20955,sad,./data/images/images/train/sad/11753.jpg,"1,4,15,17"
278,20956,sad,./data/images/images/train/sad/11777.jpg,"1,4,15"
279,20957,sad,./data/images/images/train/sad/11778.jpg,"1,4,15"
280,20958,sad,./data/images/images/train/sad/11787.jpg,"1,4,15"
281,20959,sad,./data/images/images/train/sad/11792.jpg,"1,4,15"
282,20960,sad,./data/images/images/train/sad/11800.jpg,"1,4,15"
283,20961,sad,./data/images/images/train/sad/11803.jpg,"1,4,15"
284,20962,sad,./data/images/images/train/sad/11815.jpg,"1,4,15,17"
285,20963,sad,./data/images/images/train/sad/11817.jpg,"1,4,15,17"
286,20964,sad,./data/images/images/train/sad/11821.jpg,"1,4,15,17"
287,20965,sad,./data/images/images/train/sad/11822.jpg,"1,4,15,17"
288,20966,sad,./data/images/images/train/sad/11826.jpg,"1,4,15"
289,20967,sad,./data/images/images/train/sad/11827.jpg,"1,4,15"
290,20968,sad,./data/images/images/train/sad/11839.jpg,"1,4,15,17"
291,20969,sad,./data/images/images/train/sad/1184.jpg,"1,4,15"
292,20970,sad,./data/images/images/train/sad/11852.jpg,"1,4,15"
293,20971,sad,./data/images/images/train/sad/11853.jpg,"1,4,15"
294,20972,sad,./data/images/images/train/sad/11854.jpg,"1,4,15"
295,20973,sad,./data/images/images/train/sad/1188.jpg,"1,4,15,17"
296,20974,sad,./data/images/images/train/sad/11881.jpg,"1,4,15"
297,20975,sad,./data/images/images/train/sad/11886.jpg,"1,4,15"
298,20976,sad,./data/images/images/train/sad/11900.jpg,"1,4,15"
299,20977,sad,./data/images/images/train/sad/1191.jpg,"1,4,15,17"
300,20978,sad,./data/images/images/train/sad/11924.jpg,"1,4,15,17"
301,20979,sad,./data/images/images/train/sad/11931.jpg,"1,4,15"
302,20980,sad,./data/images/images/train/sad/11933.jpg,"1,4,15"
303,20981,sad,./data/images/images/train/sad/11935.jpg,"1,4,15"
304,20982,sad,./data/images/images/train/sad/11937.jpg,"1,4,15,17"
305,20983,sad,./data/images/images/train/sad/11939.jpg,"1,4,15,17"
306,20984,sad,./data/images/images/train/sad/11940.jpg,"1,4,15"
307,20985,sad,./data/images/images/train/sad/11943.jpg,"1,4,15,17"
308,20986,sad,./data/images/images/train/sad/11945.jpg,"1,4,15,17"
309,20987,sad,./data/images/images/train/sad/11948.jpg,"1,4,15"
310,20988,sad,./data/images/images/train/sad/11950.jpg,"1,4,15"
311,20989,sad,./data/images/images/train/sad/11953.jpg,"1,4,15"
312,20990,sad,./data/images/images/train/sad/11974.jpg,"1,4,15"
313,20991,sad,./data/images/images/train/sad/11994.jpg,"1,4,15,17"
314,20992,sad,./data/images/images/train/sad/11996.jpg,"1,4,15,17"
315,20993,sad,./data/images/images/train/sad/12001.jpg,"1,4,15,17"
316,20994,sad,./data/images/images/train/sad/12006.jpg,"1,4,15,17"
317,20995,sad,./data/images/images/train/sad/12030.jpg,"1,4,15"
318,20996,sad,./data/images/images/train/sad/12033.jpg,"1,4,15"
319,20997,sad,./data/images/images/train/sad/12035.jpg,"1,4,15"
320,20998,sad,./data/images/images/train/sad/12039.jpg,"1,4,15,17"
321,20999,sad,./data/images/images/train/sad/12041.jpg,"1,4,15"
322,21000,sad,./data/images/images/train/sad/12050.jpg,"1,4,15,17"
323,21001,sad,./data/images/images/train/sad/12053.jpg,"1,4,15"
324,21002,sad,./data/images/images/train/sad/12057.jpg,"1,4,15,17"
325,21003,sad,./data/images/images/train/sad/12061.jpg,"1,4,15,17"
326,21004,sad,./data/images/images/train/sad/1207.jpg,"1,4,15,17"
327,21005,sad,./data/images/images/train/sad/12070.jpg,"1,4,15"
328,21006,sad,./data/images/images/train/sad/12071.jpg,"1,4,15,17"
329,21007,sad,./data/images/images/train/sad/12077.jpg,"1,4,15,17"
330,21008,sad,./data/images/images/train/sad/1208.jpg,"1,4,15"
331,21009,sad,./data/images/images/train/sad/12083.jpg,"1,4,15,17"
332,21010,sad,./data/images/images/train/sad/12094.jpg,"1,4,15"
333,21011,sad,./data/images/images/train/sad/12108.jpg,"1,4,15,17"
334,21012,sad,./data/images/images/train/sad/12121.jpg,"1,4,15,17"
335,21013,sad,./data/images/images/train/sad/12126.jpg,"1,4,15"
336,21014,sad,./data/images/images/train/sad/12128.jpg,"1,4,15,17"
337,21015,sad,./data/images/images/train/sad/12130.jpg,"1,4,15,17"
338,21016,sad,./data/images/images/train/sad/12132.jpg,"1,4,15"
339,21017,sad,./data/images/images/train/sad/12137.jpg,"1,4,15,17"
340,21018,sad,./data/images/images/train/sad/12138.jpg,"1,4,15,17"
341,21019,sad,./data/images/images/train/sad/12152.jpg,"1,4,15"
342,21020,sad,./data/images/images/train/sad/12157.jpg,"1,4,15"
343,21021,sad,./data/images/images/train/sad/12158.jpg,"1,4,15,17"
344,21022,sad,./data/images/images/train/sad/12177.jpg,"1,4,15"
345,21023,sad,./data/images/images/train/sad/12182.jpg,"1,4,15"
346,21024,sad,./data/images/images/train/sad/12185.jpg,"1,4,15"
347,21025,sad,./data/images/images/train/sad/12187.jpg,"1,4,15"
348,21026,sad,./data/images/images/train/sad/12193.jpg,"1,4,15"
349,21027,sad,./data/images/images/train/sad/12197.jpg,"1,4,15"
350,21028,sad,./data/images/images/train/sad/12212.jpg,"1,4,15"
351,21029,sad,./data/images/images/train/sad/12217.jpg,"1,4,15"
352,21030,sad,./data/images/images/train/sad/12220.jpg,"1,4,15"
353,21031,sad,./data/images/images/train/sad/12228.jpg,"1,4,15"
354,21032,sad,./data/images/images/train/sad/1223.jpg,"1,4,15"
355,21033,sad,./data/images/images/train/sad/12234.jpg,"1,4,15,17"
356,21034,sad,./data/images/images/train/sad/12238.jpg,"1,4,15,17"
357,21035,sad,./data/images/images/train/sad/12248.jpg,"1,4,15"
358,21036,sad,./data/images/images/train/sad/12252.jpg,"1,4,15"
359,21037,sad,./data/images/images/train/sad/12260.jpg,"1,4,15"
360,21038,sad,./data/images/images/train/sad/12261.jpg,"1,4,15"
361,21039,sad,./data/images/images/train/sad/12269.jpg,"1,4,15"
362,21040,sad,./data/images/images/train/sad/12271.jpg,"1,4,15"
363,21041,sad,./data/images/images/train/sad/12277.jpg,"1,4,15"
364,21042,sad,./data/images/images/train/sad/1229.jpg,"1,4,15"
365,21043,sad,./data/images/images/train/sad/12290.jpg,"1,4,15,17"
366,21044,sad,./data/images/images/train/sad/12292.jpg,"1,4,15,17"
367,21045,sad,./data/images/images/train/sad/12295.jpg,"1,4,15,17"
368,21046,sad,./data/images/images/train/sad/12296.jpg,"1,4,15"
369,21047,sad,./data/images/images/train/sad/12301.jpg,"1,4,15,17"
370,21048,sad,./data/images/images/train/sad/12305.jpg,"1,4,15"
371,21049,sad,./data/images/images/train/sad/12324.jpg,"1,4,15"
372,21050,sad,./data/images/images/train/sad/12331.jpg,"1,4,15,17"
373,21051,sad,./data/images/images/train/sad/12333.jpg,"1,4,15,17"
374,21052,sad,./data/images/images/train/sad/12336.jpg,"1,4,15,17"
375,21053,sad,./data/images/images/train/sad/1234.jpg,"1,4,15"
376,21054,sad,./data/images/images/train/sad/12345.jpg,"1,4,15,17"
377,21055,sad,./data/images/images/train/sad/12348.jpg,"1,4,15,17"
378,21056,sad,./data/images/images/train/sad/12354.jpg,"1,4,15,17"
379,21057,sad,./data/images/images/train/sad/12369.jpg,"1,4,15"
380,21058,sad,./data/images/images/train/sad/12372.jpg,"1,4,15"
381,21059,sad,./data/images/images/train/sad/12378.jpg,"1,4,15,17"
382,21060,sad,./data/images/images/train/sad/12380.jpg,"1,4,15"
383,21061,sad,./data/images/images/train/sad/12389.jpg,"1,4,15,17"
384,21062,sad,./data/images/images/train/sad/12393.jpg,"1,4,15,17"
385,21063,sad,./data/images/images/train/sad/12396.jpg,"1,4,15,17"
386,21064,sad,./data/images/images/train/sad/12401.jpg,"1,4,15"
387,21065,sad,./data/images/images/train/sad/12427.jpg,"1,4,15"
388,21066,sad,./data/images/images/train/sad/1243.jpg,"1,4,15,17"
