,emotion,img,aus
139,angry,./data/images/images/train/angry/1105.jpg,"4,5,7,17,24"
140,angry,./data/images/images/train/angry/11053.jpg,"4,5,7,17,23"
141,angry,./data/images/images/train/angry/11060.jpg,"4,5,7,10,23,25,27"
142,angry,./data/images/images/train/angry/1108.jpg,"4,5,7,17,23"
143,angry,./data/images/images/train/angry/11083.jpg,"4,5,7,10,23,25,27"
144,angry,./data/images/images/train/angry/11102.jpg,"4,5,7,23"
145,angry,./data/images/images/train/angry/11109.jpg,"4,5,7,10,22,23,25,26"
146,angry,./data/images/images/train/angry/11113.jpg,"4,5,7,17,24"
147,angry,./data/images/images/train/angry/11117.jpg,"4,5,7,23"
148,angry,./data/images/images/train/angry/11118.jpg,"4,5,7,17,23"
149,angry,./data/images/images/train/angry/11151.jpg,"4,5,7,17,24"
150,angry,./data/images/images/train/angry/11153.jpg,"4,5,7,10,22,23,25,26"
151,angry,./data/images/images/train/angry/11174.jpg,"4,5,7,10,22,23,25,26"
152,angry,./data/images/images/train/angry/11181.jpg,"4,5,7,17,23"
153,angry,./data/images/images/train/angry/11190.jpg,"4,5,7,17,23"
154,angry,./data/images/images/train/angry/11205.jpg,"4,5,7,10,23,25,27"
155,angry,./data/images/images/train/angry/11206.jpg,"4,5,7,10,23,25,27"
156,angry,./data/images/images/train/angry/11215.jpg,"4,5,7,17,24"
157,angry,./data/images/images/train/angry/1122.jpg,"4,5,7,17,23"
158,angry,./data/images/images/train/angry/1123.jpg,"4,5,7,10,22,23,25,26"
159,angry,./data/images/images/train/angry/11235.jpg,"4,5,7,17,23"
160,angry,./data/images/images/train/angry/11258.jpg,"4,5,7,17,24"
161,angry,./data/images/images/train/angry/11267.jpg,"4,5,7,10,23,25,27"
162,angry,./data/images/images/train/angry/11268.jpg,"4,5,7,10,23,25,27"
163,angry,./data/images/images/train/angry/11274.jpg,"4,5,7,17,24"
164,angry,./data/images/images/train/angry/11286.jpg,"4,5,7,10,22,23,25,26"
165,angry,./data/images/images/train/angry/11289.jpg,"4,5,7,23"
166,angry,./data/images/images/train/angry/11301.jpg,"4,5,7,10,23,25,27"
167,angry,./data/images/images/train/angry/11315.jpg,"4,5,7,10,23,25,27"
168,angry,./data/images/images/train/angry/11325.jpg,"4,5,7,10,23,25,27"
169,angry,./data/images/images/train/angry/11377.jpg,"4,5,7,10,22,23,25,26"
170,angry,./data/images/images/train/angry/11379.jpg,"4,5,7,10,22,23,25,26"
171,angry,./data/images/images/train/angry/11385.jpg,"4,5,7,23"
172,angry,./data/images/images/train/angry/11386.jpg,"4,5,7,17,23"
173,angry,./data/images/images/train/angry/11389.jpg,"4,5,7,17,23"
174,angry,./data/images/images/train/angry/11403.jpg,"4,5,7,23"
175,angry,./data/images/images/train/angry/11410.jpg,"4,5,7,10,22,23,25,26"
176,angry,./data/images/images/train/angry/11411.jpg,"4,5,7,10,23,25,27"
177,angry,./data/images/images/train/angry/11420.jpg,"4,5,7,17,24"
178,angry,./data/images/images/train/angry/11426.jpg,"4,5,7,10,23,25,27"
179,angry,./data/images/images/train/angry/11432.jpg,"4,5,7,17,23"
180,angry,./data/images/images/train/angry/11449.jpg,"4,5,7,17,23"
181,angry,./data/images/images/train/angry/11458.jpg,"4,5,7,10,22,23,25,26"
182,angry,./data/images/images/train/angry/11460.jpg,"4,5,7,17,24"
183,angry,./data/images/images/train/angry/11464.jpg,"4,5,7,10,23,25,27"
184,angry,./data/images/images/train/angry/1147.jpg,"4,5,7,17,24"
185,angry,./data/images/images/train/angry/11474.jpg,"4,5,7,10,23,25,27"
186,angry,./data/images/images/train/angry/11475.jpg,"4,5,7,23"
187,angry,./data/images/images/train/angry/11480.jpg,"4,5,7,23"
188,angry,./data/images/images/train/angry/1150.jpg,"4,5,7,10,23,25,27"
189,angry,./data/images/images/train/angry/11534.jpg,"4,5,7,10,22,23,25,26"
190,angry,./data/images/images/train/angry/11537.jpg,"4,5,7,10,22,23,25,26"
191,angry,./data/images/images/train/angry/11545.jpg,"4,5,7,10,22,23,25,26"
192,angry,./data/images/images/train/angry/11548.jpg,"4,5,7,10,22,23,25,26"
193,angry,./data/images/images/train/angry/11550.jpg,"4,5,7,17,24"
194,angry,./data/images/images/train/angry/11557.jpg,"4,5,7,10,22,23,25,26"
195,angry,./data/images/images/train/angry/11571.jpg,"4,5,7,10,23,25,27"
196,angry,./data/images/images/train/angry/11572.jpg,"4,5,7,10,23,25,27"
197,angry,./data/images/images/train/angry/11577.jpg,"4,5,7,23"
198,angry,./data/images/images/train/angry/1158.jpg,"4,5,7,10,23,25,27"
199,angry,./data/images/images/train/angry/1160.jpg,"4,5,7,23"
200,angry,./data/images/images/train/angry/11606.jpg,"4,5,7,17,23"
201,angry,./data/images/images/train/angry/11607.jpg,"4,5,7,10,23,25,27"
202,angry,./data/images/images/train/angry/11617.jpg,"4,5,7,23"
203,angry,./data/images/images/train/angry/11623.jpg,"4,5,7,17,23"
204,angry,./data/images/images/train/angry/11641.jpg,"4,5,7,23"
205,angry,./data/images/images/train/angry/11644.jpg,"4,5,7,10,22,23,25,26"
206,angry,./data/images/images/train/angry/11645.jpg,"4,5,7,17,24"
207,angry,./data/images/images/train/angry/11647.jpg,"4,5,7,23"
208,angry,./data/images/images/train/angry/1166.jpg,"4,5,7,10,22,23,25,26"
209,angry,./data/images/images/train/angry/11669.jpg,"4,5,7,23"
210,angry,./data/images/images/train/angry/1168.jpg,"4,5,7,17,23"
211,angry,./data/images/images/train/angry/11688.jpg,"4,5,7,10,23,25,27"
212,angry,./data/images/images/train/angry/117.jpg,"4,5,7,10,23,25,27"
213,angry,./data/images/images/train/angry/1170.jpg,"4,5,7,10,23,25,27"
214,angry,./data/images/images/train/angry/11707.jpg,"4,5,7,17,23"
215,angry,./data/images/images/train/angry/11708.jpg,"4,5,7,10,22,23,25,26"
216,angry,./data/images/images/train/angry/11714.jpg,"4,5,7,23"
217,angry,./data/images/images/train/angry/11732.jpg,"4,5,7,10,23,25,27"
218,angry,./data/images/images/train/angry/11735.jpg,"4,5,7,17,24"
219,angry,./data/images/images/train/angry/11744.jpg,"4,5,7,10,23,25,27"
220,angry,./data/images/images/train/angry/11755.jpg,"4,5,7,23"
221,angry,./data/images/images/train/angry/11756.jpg,"4,5,7,23"
222,angry,./data/images/images/train/angry/11759.jpg,"4,5,7,10,22,23,25,26"
223,angry,./data/images/images/train/angry/11764.jpg,"4,5,7,10,22,23,25,26"
224,angry,./data/images/images/train/angry/11769.jpg,"4,5,7,17,24"
225,angry,./data/images/images/train/angry/1178.jpg,"4,5,7,17,24"
226,angry,./data/images/images/train/angry/11781.jpg,"4,5,7,17,23"
227,angry,./data/images/images/train/angry/11805.jpg,"4,5,7,23"
228,angry,./data/images/images/train/angry/1181.jpg,"4,5,7,10,22,23,25,26"
229,angry,./data/images/images/train/angry/11820.jpg,"4,5,7,17,24"
230,angry,./data/images/images/train/angry/11825.jpg,"4,5,7,10,23,25,27"
231,angry,./data/images/images/train/angry/11863.jpg,"4,5,7,17,23"
232,angry,./data/images/images/train/angry/11877.jpg,"4,5,7,17,23"
233,angry,./data/images/images/train/angry/11882.jpg,"4,5,7,17,24"
234,angry,./data/images/images/train/angry/11887.jpg,"4,5,7,10,23,25,27"
235,angry,./data/images/images/train/angry/11898.jpg,"4,5,7,23"
236,angry,./data/images/images/train/angry/11905.jpg,"4,5,7,17,24"
237,angry,./data/images/images/train/angry/11918.jpg,"4,5,7,23"
238,angry,./data/images/images/train/angry/1192.jpg,"4,5,7,10,23,25,27"
239,angry,./data/images/images/train/angry/11922.jpg,"4,5,7,23"
240,angry,./data/images/images/train/angry/11929.jpg,"4,5,7,17,24"
241,angry,./data/images/images/train/angry/1194.jpg,"4,5,7,17,23"
242,angry,./data/images/images/train/angry/11959.jpg,"4,5,7,23"
243,angry,./data/images/images/train/angry/11965.jpg,"4,5,7,10,22,23,25,26"
244,angry,./data/images/images/train/angry/120.jpg,"4,5,7,17,23"
245,angry,./data/images/images/train/angry/1200.jpg,"4,5,7,23"
246,angry,./data/images/images/train/angry/12016.jpg,"4,5,7,23"
247,angry,./data/images/images/train/angry/12022.jpg,"4,5,7,10,23,25,27"
248,angry,./data/images/images/train/angry/12025.jpg,"4,5,7,23"
249,angry,./data/images/images/train/angry/12027.jpg,"4,5,7,10,22,23,25,26"
250,angry,./data/images/images/train/angry/12034.jpg,"4,5,7,23"
251,angry,./data/images/images/train/angry/1204.jpg,"4,5,7,10,22,23,25,26"
252,angry,./data/images/images/train/angry/12048.jpg,"4,5,7,17,24"
253,angry,./data/images/images/train/angry/12049.jpg,"4,5,7,10,22,23,25,26"
254,angry,./data/images/images/train/angry/12055.jpg,"4,5,7,17,23"
255,angry,./data/images/images/train/angry/12075.jpg,"4,5,7,17,23"
256,angry,./data/images/images/train/angry/1210.jpg,"4,5,7,10,22,23,25,26"
257,angry,./data/images/images/train/angry/1211.jpg,"4,5,7,10,22,23,25,26"
258,angry,./data/images/images/train/angry/12110.jpg,"4,5,7,10,23,25,27"
259,angry,./data/images/images/train/angry/12118.jpg,"4,5,7,17,23"
260,angry,./data/images/images/train/angry/12124.jpg,"4,5,7,10,23,25,27"
261,angry,./data/images/images/train/angry/1213.jpg,"4,5,7,10,23,25,27"
262,angry,./data/images/images/train/angry/12133.jpg,"4,5,7,17,24"
263,angry,./data/images/images/train/angry/12142.jpg,"4,5,7,10,22,23,25,26"
264,angry,./data/images/images/train/angry/12146.jpg,"4,5,7,17,24"
265,angry,./data/images/images/train/angry/12155.jpg,"4,5,7,10,23,25,27"
266,angry,./data/images/images/train/angry/1216.jpg,"4,5,7,10,22,23,25,26"
267,angry,./data/images/images/train/angry/12181.jpg,"4,5,7,17,24"
268,angry,./data/images/images/train/angry/12196.jpg,"4,5,7,23"
269,angry,./data/images/images/train/angry/12198.jpg,"4,5,7,10,23,25,27"
270,angry,./data/images/images/train/angry/122.jpg,"4,5,7,10,23,25,27"
271,angry,./data/images/images/train/angry/12203.jpg,"4,5,7,10,23,25,27"
272,angry,./data/images/images/train/angry/12206.jpg,"4,5,7,10,23,25,27"
273,angry,./data/images/images/train/angry/1221.jpg,"4,5,7,10,23,25,27"
274,angry,./data/images/images/train/angry/12211.jpg,"4,5,7,17,23"
275,angry,./data/images/images/train/angry/12213.jpg,"4,5,7,17,24"
276,angry,./data/images/images/train/angry/12218.jpg,"4,5,7,10,22,23,25,26"
277,angry,./data/images/images/train/angry/12222.jpg,"4,5,7,17,23"
278,angry,./data/images/images/train/angry/12231.jpg,"4,5,7,23"
279,angry,./data/images/images/train/angry/12235.jpg,"4,5,7,10,23,25,27"
280,angry,./data/images/images/train/angry/12249.jpg,"4,5,7,10,23,25,27"
281,angry,./data/images/images/train/angry/1225.jpg,"4,5,7,17,24"
282,angry,./data/images/images/train/angry/12254.jpg,"4,5,7,23"
283,angry,./data/images/images/train/angry/1226.jpg,"4,5,7,10,22,23,25,26"
284,angry,./data/images/images/train/angry/12262.jpg,"4,5,7,10,23,25,27"
285,angry,./data/images/images/train/angry/12270.jpg,"4,5,7,10,22,23,25,26"
286,angry,./data/images/images/train/angry/12275.jpg,"4,5,7,23"
287,angry,./data/images/images/train/angry/12283.jpg,"4,5,7,10,23,25,27"
288,angry,./data/images/images/train/angry/12294.jpg,"4,5,7,10,23,25,27"
289,angry,./data/images/images/train/angry/12298.jpg,"4,5,7,17,24"
290,angry,./data/images/images/train/angry/123.jpg,"4,5,7,10,22,23,25,26"
291,angry,./data/images/images/train/angry/12304.jpg,"4,5,7,17,23"
292,angry,./data/images/images/train/angry/12310.jpg,"4,5,7,10,22,23,25,26"
293,angry,./data/images/images/train/angry/12314.jpg,"4,5,7,10,22,23,25,26"
294,angry,./data/images/images/train/angry/12316.jpg,"4,5,7,10,23,25,27"
295,angry,./data/images/images/train/angry/12328.jpg,"4,5,7,23"
296,angry,./data/images/images/train/angry/1233.jpg,"4,5,7,10,23,25,27"
297,angry,./data/images/images/train/angry/12365.jpg,"4,5,7,23"
298,angry,./data/images/images/train/angry/12367.jpg,"4,5,7,17,23"
299,angry,./data/images/images/train/angry/12375.jpg,"4,5,7,10,22,23,25,26"
300,angry,./data/images/images/train/angry/12392.jpg,"4,5,7,17,24"
301,angry,./data/images/images/train/angry/12400.jpg,"4,5,7,23"
302,angry,./data/images/images/train/angry/12404.jpg,"4,5,7,17,24"
303,angry,./data/images/images/train/angry/12419.jpg,"4,5,7,10,23,25,27"
304,angry,./data/images/images/train/angry/1242.jpg,"4,5,7,23"
305,angry,./data/images/images/train/angry/12421.jpg,"4,5,7,17,24"
306,angry,./data/images/images/train/angry/12432.jpg,"4,5,7,10,23,25,27"
307,angry,./data/images/images/train/angry/12443.jpg,"4,5,7,17,24"
308,angry,./data/images/images/train/angry/12450.jpg,"4,5,7,10,23,25,27"
309,angry,./data/images/images/train/angry/12451.jpg,"4,5,7,23"
310,angry,./data/images/images/train/angry/12456.jpg,"4,5,7,17,23"
311,angry,./data/images/images/train/angry/12459.jpg,"4,5,7,23"
312,angry,./data/images/images/train/angry/12469.jpg,"4,5,7,23"
313,angry,./data/images/images/train/angry/12474.jpg,"4,5,7,17,24"
314,angry,./data/images/images/train/angry/12475.jpg,"4,5,7,10,23,25,27"
315,angry,./data/images/images/train/angry/12476.jpg,"4,5,7,17,23"
316,angry,./data/images/images/train/angry/12483.jpg,"4,5,7,17,23"
317,angry,./data/images/images/train/angry/12494.jpg,"4,5,7,10,22,23,25,26"
318,angry,./data/images/images/train/angry/1250.jpg,"4,5,7,17,24"
319,angry,./data/images/images/train/angry/12503.jpg,"4,5,7,10,23,25,27"
320,angry,./data/images/images/train/angry/12511.jpg,"4,5,7,17,23"
321,angry,./data/images/images/train/angry/1252.jpg,"4,5,7,23"
322,angry,./data/images/images/train/angry/12525.jpg,"4,5,7,23"
323,angry,./data/images/images/train/angry/12532.jpg,"4,5,7,17,24"
324,angry,./data/images/images/train/angry/12540.jpg,"4,5,7,10,22,23,25,26"
325,angry,./data/images/images/train/angry/12543.jpg,"4,5,7,10,22,23,25,26"
326,angry,./data/images/images/train/angry/1255.jpg,"4,5,7,17,24"
327,angry,./data/images/images/train/angry/12552.jpg,"4,5,7,10,23,25,27"
328,angry,./data/images/images/train/angry/12584.jpg,"4,5,7,10,22,23,25,26"
329,angry,./data/images/images/train/angry/12585.jpg,"4,5,7,17,23"
330,angry,./data/images/images/train/angry/12595.jpg,"4,5,7,10,23,25,27"
331,angry,./data/images/images/train/angry/126.jpg,"4,5,7,23"
332,angry,./data/images/images/train/angry/12613.jpg,"4,5,7,10,23,25,27"
333,angry,./data/images/images/train/angry/12616.jpg,"4,5,7,10,23,25,27"
334,angry,./data/images/images/train/angry/12622.jpg,"4,5,7,17,24"
335,angry,./data/images/images/train/angry/12633.jpg,"4,5,7,10,23,25,27"
336,angry,./data/images/images/train/angry/12635.jpg,"4,5,7,17,23"
337,angry,./data/images/images/train/angry/12644.jpg,"4,5,7,10,22,23,25,26"
338,angry,./data/images/images/train/angry/12645.jpg,"4,5,7,23"
339,angry,./data/images/images/train/angry/12666.jpg,"4,5,7,23"
340,angry,./data/images/images/train/angry/12667.jpg,"4,5,7,10,22,23,25,26"
341,angry,./data/images/images/train/angry/12669.jpg,"4,5,7,10,23,25,27"
342,angry,./data/images/images/train/angry/1267.jpg,"4,5,7,10,23,25,27"
343,angry,./data/images/images/train/angry/12675.jpg,"4,5,7,17,23"
344,angry,./data/images/images/train/angry/12679.jpg,"4,5,7,10,23,25,27"
345,angry,./data/images/images/train/angry/1268.jpg,"4,5,7,10,23,25,27"
346,angry,./data/images/images/train/angry/12681.jpg,"4,5,7,17,23"
347,angry,./data/images/images/train/angry/12688.jpg,"4,5,7,10,22,23,25,26"
348,angry,./data/images/images/train/angry/12693.jpg,"4,5,7,10,23,25,27"
349,angry,./data/images/images/train/angry/12710.jpg,"4,5,7,10,22,23,25,26"
350,angry,./data/images/images/train/angry/12735.jpg,"4,5,7,10,23,25,27"
351,angry,./data/images/images/train/angry/12746.jpg,"4,5,7,17,23"
352,angry,./data/images/images/train/angry/12747.jpg,"4,5,7,10,22,23,25,26"
353,angry,./data/images/images/train/angry/12751.jpg,"4,5,7,23"
354,angry,./data/images/images/train/angry/12752.jpg,"4,5,7,23"
355,angry,./data/images/images/train/angry/12769.jpg,"4,5,7,17,24"
356,angry,./data/images/images/train/angry/12770.jpg,"4,5,7,23"
357,angry,./data/images/images/train/angry/12778.jpg,"4,5,7,23"
358,angry,./data/images/images/train/angry/12783.jpg,"4,5,7,10,22,23,25,26"
359,angry,./data/images/images/train/angry/12817.jpg,"4,5,7,23"
360,angry,./data/images/images/train/angry/12846.jpg,"4,5,7,10,22,23,25,26"
361,angry,./data/images/images/train/angry/12853.jpg,"4,5,7,23"
362,angry,./data/images/images/train/angry/12855.jpg,"4,5,7,10,23,25,27"
363,angry,./data/images/images/train/angry/12860.jpg,"4,5,7,10,23,25,27"
364,angry,./data/images/images/train/angry/12863.jpg,"4,5,7,10,22,23,25,26"
365,angry,./data/images/images/train/angry/12874.jpg,"4,5,7,10,22,23,25,26"
366,angry,./data/images/images/train/angry/12876.jpg,"4,5,7,10,23,25,27"
367,angry,./data/images/images/train/angry/12889.jpg,"4,5,7,17,23"
368,angry,./data/images/images/train/angry/12915.jpg,"4,5,7,23"
369,angry,./data/images/images/train/angry/12947.jpg,"4,5,7,23"
