session,emotion,img
116,angry,./data/images/images/train/angry/10913.jpg
117,angry,./data/images/images/train/angry/10915.jpg
118,angry,./data/images/images/train/angry/10918.jpg
119,angry,./data/images/images/train/angry/10925.jpg
120,angry,./data/images/images/train/angry/10928.jpg
121,angry,./data/images/images/train/angry/10939.jpg
122,angry,./data/images/images/train/angry/10942.jpg
123,angry,./data/images/images/train/angry/10947.jpg
124,angry,./data/images/images/train/angry/10959.jpg
125,angry,./data/images/images/train/angry/10961.jpg
126,angry,./data/images/images/train/angry/10965.jpg
127,angry,./data/images/images/train/angry/10973.jpg
128,angry,./data/images/images/train/angry/1098.jpg
129,angry,./data/images/images/train/angry/10984.jpg
130,angry,./data/images/images/train/angry/10988.jpg
131,angry,./data/images/images/train/angry/10989.jpg
132,angry,./data/images/images/train/angry/10994.jpg
133,angry,./data/images/images/train/angry/11004.jpg
134,angry,./data/images/images/train/angry/11008.jpg
135,angry,./data/images/images/train/angry/11011.jpg
136,angry,./data/images/images/train/angry/11014.jpg
137,angry,./data/images/images/train/angry/11018.jpg
138,angry,./data/images/images/train/angry/1102.jpg
139,angry,./data/images/images/train/angry/11042.jpg
140,angry,./data/images/images/train/angry/1105.jpg
141,angry,./data/images/images/train/angry/11053.jpg
142,angry,./data/images/images/train/angry/11060.jpg
143,angry,./data/images/images/train/angry/1108.jpg
144,angry,./data/images/images/train/angry/11083.jpg
145,angry,./data/images/images/train/angry/11102.jpg
146,angry,./data/images/images/train/angry/11109.jpg
147,angry,./data/images/images/train/angry/11113.jpg
148,angry,./data/images/images/train/angry/11117.jpg
149,angry,./data/images/images/train/angry/11118.jpg
150,angry,./data/images/images/train/angry/11151.jpg
151,angry,./data/images/images/train/angry/11153.jpg
152,angry,./data/images/images/train/angry/11174.jpg
153,angry,./data/images/images/train/angry/11181.jpg
154,angry,./data/images/images/train/angry/11190.jpg
155,angry,./data/images/images/train/angry/11205.jpg
156,angry,./data/images/images/train/angry/11206.jpg
157,angry,./data/images/images/train/angry/11215.jpg
158,angry,./data/images/images/train/angry/1122.jpg
159,angry,./data/images/images/train/angry/1123.jpg
160,angry,./data/images/images/train/angry/11235.jpg
161,angry,./data/images/images/train/angry/11258.jpg
162,angry,./data/images/images/train/angry/11267.jpg
163,angry,./data/images/images/train/angry/11268.jpg
164,angry,./data/images/images/train/angry/11274.jpg
165,angry,./data/images/images/train/angry/11286.jpg
166,angry,./data/images/images/train/angry/11289.jpg
167,angry,./data/images/images/train/angry/11301.jpg
168,angry,./data/images/images/train/angry/11315.jpg
169,angry,./data/images/images/train/angry/11325.jpg
170,angry,./data/images/images/train/angry/11377.jpg
171,angry,./data/images/images/train/angry/11379.jpg
172,angry,./data/images/images/train/angry/11385.jpg
173,angry,./data/images/images/train/angry/11386.jpg
174,angry,./data/images/images/train/angry/11389.jpg
175,angry,./data/images/images/train/angry/11403.jpg
176,angry,./data/images/images/train/angry/11410.jpg
177,angry,./data/images/images/train/angry/11411.jpg
178,angry,./data/images/images/train/angry/11420.jpg
179,angry,./data/images/images/train/angry/11426.jpg
180,angry,./data/images/images/train/angry/11432.jpg
181,angry,./data/images/images/train/angry/11449.jpg
182,angry,./data/images/images/train/angry/11458.jpg
183,angry,./data/images/images/train/angry/11460.jpg
184,angry,./data/images/images/train/angry/11464.jpg
185,angry,./data/images/images/train/angry/1147.jpg
186,angry,./data/images/images/train/angry/11474.jpg
187,angry,./data/images/images/train/angry/11475.jpg
188,angry,./data/images/images/train/angry/11480.jpg
189,angry,./data/images/images/train/angry/1150.jpg
190,angry,./data/images/images/train/angry/11534.jpg
191,angry,./data/images/images/train/angry/11537.jpg
192,angry,./data/images/images/train/angry/11545.jpg
193,angry,./data/images/images/train/angry/11548.jpg
194,angry,./data/images/images/train/angry/11550.jpg
195,angry,./data/images/images/train/angry/11557.jpg
196,angry,./data/images/images/train/angry/11571.jpg
197,angry,./data/images/images/train/angry/11572.jpg
198,angry,./data/images/images/train/angry/11577.jpg
199,angry,./data/images/images/train/angry/1158.jpg
200,angry,./data/images/images/train/angry/1160.jpg
201,angry,./data/images/images/train/angry/11606.jpg
202,angry,./data/images/images/train/angry/11607.jpg
203,angry,./data/images/images/train/angry/11617.jpg
204,angry,./data/images/images/train/angry/11623.jpg
205,angry,./data/images/images/train/angry/11641.jpg
206,angry,./data/images/images/train/angry/11644.jpg
207,angry,./data/images/images/train/angry/11645.jpg
208,angry,./data/images/images/train/angry/11647.jpg
209,angry,./data/images/images/train/angry/1166.jpg
210,angry,./data/images/images/train/angry/11669.jpg
211,angry,./data/images/images/train/angry/1168.jpg
212,angry,./data/images/images/train/angry/11688.jpg
213,angry,./data/images/images/train/angry/117.jpg
214,angry,./data/images/images/train/angry/1170.jpg
215,angry,./data/images/images/train/angry/11707.jpg
216,angry,./data/images/images/train/angry/11708.jpg
217,angry,./data/images/images/train/angry/11714.jpg
218,angry,./data/images/images/train/angry/11732.jpg
219,angry,./data/images/images/train/angry/11735.jpg
220,angry,./data/images/images/train/angry/11744.jpg
221,angry,./data/images/images/train/angry/11755.jpg
222,angry,./data/images/images/train/angry/11756.jpg
223,angry,./data/images/images/train/angry/11759.jpg
224,angry,./data/images/images/train/angry/11764.jpg
225,angry,./data/images/images/train/angry/11769.jpg
226,angry,./data/images/images/train/angry/1178.jpg
227,angry,./data/images/images/train/angry/11781.jpg
228,angry,./data/images/images/train/angry/11805.jpg
229,angry,./data/images/images/train/angry/1181.jpg
230,angry,./data/images/images/train/angry/11820.jpg
231,angry,./data/images/images/train/angry/11825.jpg
232,angry,./data/images/images/train/angry/11863.jpg
233,angry,./data/images/images/train/angry/11877.jpg
234,angry,./data/images/images/train/angry/11882.jpg
235,angry,./data/images/images/train/angry/11887.jpg
236,angry,./data/images/images/train/angry/11898.jpg
237,angry,./data/images/images/train/angry/11905.jpg
238,angry,./data/images/images/train/angry/11918.jpg
239,angry,./data/images/images/train/angry/1192.jpg
240,angry,./data/images/images/train/angry/11922.jpg
241,angry,./data/images/images/train/angry/11929.jpg
242,angry,./data/images/images/train/angry/1194.jpg
243,angry,./data/images/images/train/angry/11959.jpg
244,angry,./data/images/images/train/angry/11965.jpg
245,angry,./data/images/images/train/angry/120.jpg
246,angry,./data/images/images/train/angry/1200.jpg
247,angry,./data/images/images/train/angry/12016.jpg
248,angry,./data/images/images/train/angry/12022.jpg
249,angry,./data/images/images/train/angry/12025.jpg
250,angry,./data/images/images/train/angry/12027.jpg
251,angry,./data/images/images/train/angry/12034.jpg
252,angry,./data/images/images/train/angry/1204.jpg
253,angry,./data/images/images/train/angry/12048.jpg
254,angry,./data/images/images/train/angry/12049.jpg
255,angry,./data/images/images/train/angry/12055.jpg
256,angry,./data/images/images/train/angry/12075.jpg
257,angry,./data/images/images/train/angry/1210.jpg
258,angry,./data/images/images/train/angry/1211.jpg
259,angry,./data/images/images/train/angry/12110.jpg
260,angry,./data/images/images/train/angry/12118.jpg
261,angry,./data/images/images/train/angry/12124.jpg
262,angry,./data/images/images/train/angry/1213.jpg
263,angry,./data/images/images/train/angry/12133.jpg
264,angry,./data/images/images/train/angry/12142.jpg
265,angry,./data/images/images/train/angry/12146.jpg
266,angry,./data/images/images/train/angry/12155.jpg
267,angry,./data/images/images/train/angry/1216.jpg
268,angry,./data/images/images/train/angry/12181.jpg
269,angry,./data/images/images/train/angry/12196.jpg
270,angry,./data/images/images/train/angry/12198.jpg
271,angry,./data/images/images/train/angry/122.jpg
272,angry,./data/images/images/train/angry/12203.jpg
273,angry,./data/images/images/train/angry/12206.jpg
274,angry,./data/images/images/train/angry/1221.jpg
275,angry,./data/images/images/train/angry/12211.jpg
276,angry,./data/images/images/train/angry/12213.jpg
277,angry,./data/images/images/train/angry/12218.jpg
278,angry,./data/images/images/train/angry/12222.jpg
279,angry,./data/images/images/train/angry/12231.jpg
280,angry,./data/images/images/train/angry/12235.jpg
281,angry,./data/images/images/train/angry/12249.jpg
282,angry,./data/images/images/train/angry/1225.jpg
283,angry,./data/images/images/train/angry/12254.jpg
284,angry,./data/images/images/train/angry/1226.jpg
285,angry,./data/images/images/train/angry/12262.jpg
286,angry,./data/images/images/train/angry/12270.jpg
287,angry,./data/images/images/train/angry/12275.jpg
288,angry,./data/images/images/train/angry/12283.jpg
289,angry,./data/images/images/train/angry/12294.jpg
290,angry,./data/images/images/train/angry/12298.jpg
291,angry,./data/images/images/train/angry/123.jpg
292,angry,./data/images/images/train/angry/12304.jpg
293,angry,./data/images/images/train/angry/12310.jpg
294,angry,./data/images/images/train/angry/12314.jpg
295,angry,./data/images/images/train/angry/12316.jpg
296,angry,./data/images/images/train/angry/12328.jpg
297,angry,./data/images/images/train/angry/1233.jpg
298,angry,./data/images/images/train/angry/12365.jpg
299,angry,./data/images/images/train/angry/12367.jpg
300,angry,./data/images/images/train/angry/12375.jpg
301,angry,./data/images/images/train/angry/12392.jpg
302,angry,./data/images/images/train/angry/12400.jpg
303,angry,./data/images/images/train/angry/12404.jpg
304,angry,./data/images/images/train/angry/12419.jpg
305,angry,./data/images/images/train/angry/1242.jpg
306,angry,./data/images/images/train/angry/12421.jpg
307,angry,./data/images/images/train/angry/12432.jpg
308,angry,./data/images/images/train/angry/12443.jpg
309,angry,./data/images/images/train/angry/12450.jpg
310,angry,./data/images/images/train/angry/12451.jpg
311,angry,./data/images/images/train/angry/12456.jpg
312,angry,./data/images/images/train/angry/12459.jpg
313,angry,./data/images/images/train/angry/12469.jpg
314,angry,./data/images/images/train/angry/12474.jpg
315,angry,./data/images/images/train/angry/12475.jpg
316,angry,./data/images/images/train/angry/12476.jpg
317,angry,./data/images/images/train/angry/12483.jpg
318,angry,./data/images/images/train/angry/12494.jpg
319,angry,./data/images/images/train/angry/1250.jpg
320,angry,./data/images/images/train/angry/12503.jpg
321,angry,./data/images/images/train/angry/12511.jpg
322,angry,./data/images/images/train/angry/1252.jpg
323,angry,./data/images/images/train/angry/12525.jpg
324,angry,./data/images/images/train/angry/12532.jpg
325,angry,./data/images/images/train/angry/12540.jpg
326,angry,./data/images/images/train/angry/12543.jpg
327,angry,./data/images/images/train/angry/1255.jpg
328,angry,./data/images/images/train/angry/12552.jpg
329,angry,./data/images/images/train/angry/12584.jpg
330,angry,./data/images/images/train/angry/12585.jpg
331,angry,./data/images/images/train/angry/12595.jpg
332,angry,./data/images/images/train/angry/126.jpg
333,angry,./data/images/images/train/angry/12613.jpg
334,angry,./data/images/images/train/angry/12616.jpg
335,angry,./data/images/images/train/angry/12622.jpg
336,angry,./data/images/images/train/angry/12633.jpg
337,angry,./data/images/images/train/angry/12635.jpg
338,angry,./data/images/images/train/angry/12644.jpg
339,angry,./data/images/images/train/angry/12645.jpg
340,angry,./data/images/images/train/angry/12666.jpg
341,angry,./data/images/images/train/angry/12667.jpg
342,angry,./data/images/images/train/angry/12669.jpg
343,angry,./data/images/images/train/angry/1267.jpg
344,angry,./data/images/images/train/angry/12675.jpg
345,angry,./data/images/images/train/angry/12679.jpg
346,angry,./data/images/images/train/angry/1268.jpg
347,angry,./data/images/images/train/angry/12681.jpg
348,angry,./data/images/images/train/angry/12688.jpg
349,angry,./data/images/images/train/angry/12693.jpg
350,angry,./data/images/images/train/angry/12710.jpg
351,angry,./data/images/images/train/angry/12735.jpg
352,angry,./data/images/images/train/angry/12746.jpg
353,angry,./data/images/images/train/angry/12747.jpg
354,angry,./data/images/images/train/angry/12751.jpg
355,angry,./data/images/images/train/angry/12752.jpg
356,angry,./data/images/images/train/angry/12769.jpg
357,angry,./data/images/images/train/angry/12770.jpg
358,angry,./data/images/images/train/angry/12778.jpg
359,angry,./data/images/images/train/angry/12783.jpg
360,angry,./data/images/images/train/angry/12817.jpg
361,angry,./data/images/images/train/angry/12846.jpg
362,angry,./data/images/images/train/angry/12853.jpg
363,angry,./data/images/images/train/angry/12855.jpg
364,angry,./data/images/images/train/angry/12860.jpg
365,angry,./data/images/images/train/angry/12863.jpg
366,angry,./data/images/images/train/angry/12874.jpg
367,angry,./data/images/images/train/angry/12876.jpg
368,angry,./data/images/images/train/angry/12889.jpg
369,angry,./data/images/images/train/angry/12915.jpg
370,angry,./data/images/images/train/angry/12947.jpg
371,angry,./data/images/images/train/angry/12962.jpg
372,angry,./data/images/images/train/angry/12968.jpg
373,angry,./data/images/images/train/angry/12970.jpg
374,angry,./data/images/images/train/angry/12971.jpg
375,angry,./data/images/images/train/angry/12972.jpg
376,angry,./data/images/images/train/angry/12975.jpg
377,angry,./data/images/images/train/angry/12984.jpg
378,angry,./data/images/images/train/angry/12989.jpg
379,angry,./data/images/images/train/angry/1299.jpg
380,angry,./data/images/images/train/angry/13001.jpg
381,angry,./data/images/images/train/angry/13013.jpg
382,angry,./data/images/images/train/angry/13019.jpg
383,angry,./data/images/images/train/angry/13022.jpg
384,angry,./data/images/images/train/angry/13038.jpg
385,angry,./data/images/images/train/angry/13055.jpg
386,angry,./data/images/images/train/angry/13075.jpg
387,angry,./data/images/images/train/angry/1308.jpg
388,angry,./data/images/images/train/angry/13094.jpg
389,angry,./data/images/images/train/angry/13095.jpg
390,angry,./data/images/images/train/angry/1311.jpg
391,angry,./data/images/images/train/angry/13125.jpg
392,angry,./data/images/images/train/angry/13128.jpg
393,angry,./data/images/images/train/angry/13134.jpg
394,angry,./data/images/images/train/angry/13141.jpg
395,angry,./data/images/images/train/angry/13148.jpg
396,angry,./data/images/images/train/angry/13149.jpg
397,angry,./data/images/images/train/angry/13159.jpg
398,angry,./data/images/images/train/angry/1317.jpg
399,angry,./data/images/images/train/angry/13182.jpg
400,angry,./data/images/images/train/angry/13190.jpg
401,angry,./data/images/images/train/angry/13201.jpg
402,angry,./data/images/images/train/angry/13207.jpg
403,angry,./data/images/images/train/angry/13208.jpg
404,angry,./data/images/images/train/angry/13210.jpg
405,angry,./data/images/images/train/angry/13216.jpg
406,angry,./data/images/images/train/angry/13223.jpg
407,angry,./data/images/images/train/angry/13224.jpg
408,angry,./data/images/images/train/angry/13238.jpg
409,angry,./data/images/images/train/angry/13239.jpg
410,angry,./data/images/images/train/angry/13256.jpg
411,angry,./data/images/images/train/angry/13297.jpg
412,angry,./data/images/images/train/angry/13324.jpg
413,angry,./data/images/images/train/angry/13345.jpg
414,angry,./data/images/images/train/angry/13352.jpg
415,angry,./data/images/images/train/angry/13355.jpg
416,angry,./data/images/images/train/angry/1338.jpg
417,angry,./data/images/images/train/angry/13386.jpg
418,angry,./data/images/images/train/angry/13391.jpg
419,angry,./data/images/images/train/angry/13399.jpg
420,angry,./data/images/images/train/angry/134.jpg
421,angry,./data/images/images/train/angry/13402.jpg
422,angry,./data/images/images/train/angry/13403.jpg
423,angry,./data/images/images/train/angry/13408.jpg
424,angry,./data/images/images/train/angry/13415.jpg
425,angry,./data/images/images/train/angry/13416.jpg
426,angry,./data/images/images/train/angry/13418.jpg
427,angry,./data/images/images/train/angry/13425.jpg
428,angry,./data/images/images/train/angry/13437.jpg
429,angry,./data/images/images/train/angry/13442.jpg
430,angry,./data/images/images/train/angry/13451.jpg
431,angry,./data/images/images/train/angry/13452.jpg
432,angry,./data/images/images/train/angry/13463.jpg
433,angry,./data/images/images/train/angry/13478.jpg
434,angry,./data/images/images/train/angry/13481.jpg
435,angry,./data/images/images/train/angry/1349.jpg
436,angry,./data/images/images/train/angry/13499.jpg
437,angry,./data/images/images/train/angry/13503.jpg
438,angry,./data/images/images/train/angry/13511.jpg
439,angry,./data/images/images/train/angry/13517.jpg
440,angry,./data/images/images/train/angry/13543.jpg
441,angry,./data/images/images/train/angry/13550.jpg
442,angry,./data/images/images/train/angry/13559.jpg
443,angry,./data/images/images/train/angry/13568.jpg
444,angry,./data/images/images/train/angry/13577.jpg
445,angry,./data/images/images/train/angry/13621.jpg
446,angry,./data/images/images/train/angry/13636.jpg
447,angry,./data/images/images/train/angry/13640.jpg
448,angry,./data/images/images/train/angry/1365.jpg
449,angry,./data/images/images/train/angry/13673.jpg
450,angry,./data/images/images/train/angry/13675.jpg
451,angry,./data/images/images/train/angry/13676.jpg
452,angry,./data/images/images/train/angry/13680.jpg
453,angry,./data/images/images/train/angry/1370.jpg
454,angry,./data/images/images/train/angry/1372.jpg
455,angry,./data/images/images/train/angry/1373.jpg
456,angry,./data/images/images/train/angry/13735.jpg
457,angry,./data/images/images/train/angry/1374.jpg
458,angry,./data/images/images/train/angry/13742.jpg
459,angry,./data/images/images/train/angry/13745.jpg
460,angry,./data/images/images/train/angry/13746.jpg
461,angry,./data/images/images/train/angry/13748.jpg
462,angry,./data/images/images/train/angry/1375.jpg
463,angry,./data/images/images/train/angry/13768.jpg
464,angry,./data/images/images/train/angry/13770.jpg
465,angry,./data/images/images/train/angry/13778.jpg
466,angry,./data/images/images/train/angry/13781.jpg
467,angry,./data/images/images/train/angry/13787.jpg
468,angry,./data/images/images/train/angry/13791.jpg
469,angry,./data/images/images/train/angry/13797.jpg
470,angry,./data/images/images/train/angry/13809.jpg
471,angry,./data/images/images/train/angry/13831.jpg
472,angry,./data/images/images/train/angry/1384.jpg
473,angry,./data/images/images/train/angry/13844.jpg
474,angry,./data/images/images/train/angry/13858.jpg
475,angry,./data/images/images/train/angry/13861.jpg
476,angry,./data/images/images/train/angry/13862.jpg
477,angry,./data/images/images/train/angry/13892.jpg
478,angry,./data/images/images/train/angry/13902.jpg
479,angry,./data/images/images/train/angry/13903.jpg
480,angry,./data/images/images/train/angry/1392.jpg
481,angry,./data/images/images/train/angry/13926.jpg
482,angry,./data/images/images/train/angry/1393.jpg
483,angry,./data/images/images/train/angry/13934.jpg
484,angry,./data/images/images/train/angry/13936.jpg
485,angry,./data/images/images/train/angry/13941.jpg
486,angry,./data/images/images/train/angry/13942.jpg
487,angry,./data/images/images/train/angry/13948.jpg
488,angry,./data/images/images/train/angry/13950.jpg
489,angry,./data/images/images/train/angry/13951.jpg
490,angry,./data/images/images/train/angry/13952.jpg
491,angry,./data/images/images/train/angry/13956.jpg
492,angry,./data/images/images/train/angry/13958.jpg
493,angry,./data/images/images/train/angry/1396.jpg
494,angry,./data/images/images/train/angry/13961.jpg
495,angry,./data/images/images/train/angry/13967.jpg
496,angry,./data/images/images/train/angry/1397.jpg
497,angry,./data/images/images/train/angry/13981.jpg
498,angry,./data/images/images/train/angry/14008.jpg
499,angry,./data/images/images/train/angry/14018.jpg
500,angry,./data/images/images/train/angry/14029.jpg
501,angry,./data/images/images/train/angry/14046.jpg
502,angry,./data/images/images/train/angry/14056.jpg
503,angry,./data/images/images/train/angry/14061.jpg
504,angry,./data/images/images/train/angry/14064.jpg
505,angry,./data/images/images/train/angry/14071.jpg
506,angry,./data/images/images/train/angry/14083.jpg
507,angry,./data/images/images/train/angry/14085.jpg
508,angry,./data/images/images/train/angry/14095.jpg
509,angry,./data/images/images/train/angry/14096.jpg
510,angry,./data/images/images/train/angry/14104.jpg
511,angry,./data/images/images/train/angry/1412.jpg
512,angry,./data/images/images/train/angry/14126.jpg
513,angry,./data/images/images/train/angry/14129.jpg
514,angry,./data/images/images/train/angry/1413.jpg
515,angry,./data/images/images/train/angry/14137.jpg
516,angry,./data/images/images/train/angry/14142.jpg
517,angry,./data/images/images/train/angry/14143.jpg
518,angry,./data/images/images/train/angry/14147.jpg
519,angry,./data/images/images/train/angry/14164.jpg
520,angry,./data/images/images/train/angry/14166.jpg
521,angry,./data/images/images/train/angry/14168.jpg
522,angry,./data/images/images/train/angry/14172.jpg
523,angry,./data/images/images/train/angry/14179.jpg
524,angry,./data/images/images/train/angry/14184.jpg
525,angry,./data/images/images/train/angry/14196.jpg
526,angry,./data/images/images/train/angry/14202.jpg
527,angry,./data/images/images/train/angry/14213.jpg
528,angry,./data/images/images/train/angry/14215.jpg
529,angry,./data/images/images/train/angry/14217.jpg
530,angry,./data/images/images/train/angry/14221.jpg
531,angry,./data/images/images/train/angry/14248.jpg
532,angry,./data/images/images/train/angry/14266.jpg
533,angry,./data/images/images/train/angry/14296.jpg
534,angry,./data/images/images/train/angry/14299.jpg
535,angry,./data/images/images/train/angry/14304.jpg
536,angry,./data/images/images/train/angry/14312.jpg
537,angry,./data/images/images/train/angry/14313.jpg
538,angry,./data/images/images/train/angry/14338.jpg
539,angry,./data/images/images/train/angry/14344.jpg
540,angry,./data/images/images/train/angry/14353.jpg
541,angry,./data/images/images/train/angry/14359.jpg
542,angry,./data/images/images/train/angry/14368.jpg
543,angry,./data/images/images/train/angry/14412.jpg
544,angry,./data/images/images/train/angry/14416.jpg
545,angry,./data/images/images/train/angry/14426.jpg
546,angry,./data/images/images/train/angry/1443.jpg
547,angry,./data/images/images/train/angry/14439.jpg
548,angry,./data/images/images/train/angry/1444.jpg
549,angry,./data/images/images/train/angry/14445.jpg
550,angry,./data/images/images/train/angry/14453.jpg
551,angry,./data/images/images/train/angry/14460.jpg
552,angry,./data/images/images/train/angry/14478.jpg
553,angry,./data/images/images/train/angry/1448.jpg
554,angry,./data/images/images/train/angry/14482.jpg
555,angry,./data/images/images/train/angry/1450.jpg
556,angry,./data/images/images/train/angry/14501.jpg
557,angry,./data/images/images/train/angry/14511.jpg
558,angry,./data/images/images/train/angry/14526.jpg
559,angry,./data/images/images/train/angry/1453.jpg
560,angry,./data/images/images/train/angry/14575.jpg
561,angry,./data/images/images/train/angry/14583.jpg
562,angry,./data/images/images/train/angry/14599.jpg
563,angry,./data/images/images/train/angry/14603.jpg
564,angry,./data/images/images/train/angry/14604.jpg
565,angry,./data/images/images/train/angry/14614.jpg
566,angry,./data/images/images/train/angry/14616.jpg
567,angry,./data/images/images/train/angry/1462.jpg
568,angry,./data/images/images/train/angry/14638.jpg
569,angry,./data/images/images/train/angry/14640.jpg
570,angry,./data/images/images/train/angry/14661.jpg
571,angry,./data/images/images/train/angry/14667.jpg
572,angry,./data/images/images/train/angry/14669.jpg
573,angry,./data/images/images/train/angry/14679.jpg
574,angry,./data/images/images/train/angry/1468.jpg
575,angry,./data/images/images/train/angry/14698.jpg
576,angry,./data/images/images/train/angry/14709.jpg
577,angry,./data/images/images/train/angry/14719.jpg
578,angry,./data/images/images/train/angry/14739.jpg
579,angry,./data/images/images/train/angry/14752.jpg
580,angry,./data/images/images/train/angry/14758.jpg
581,angry,./data/images/images/train/angry/14763.jpg
